user_id,group_id,event_count,interest_vector
206,1,61,"0.000823;0.955146;0.024569;0.000000;0.001848;0.000000;0.000000;0.003899;0.000000;0.010946;0.000326;0.002443"
207,2,167,"0.099495;0.000502;0.895845;0.000259;0.000000;0.000000;0.000453;0.000585;0.001454;0.000790;0.000000;0.000616"
208,3,68,"0.000486;0.000000;0.002141;0.846684;0.142956;0.000000;0.004172;0.001560;0.000000;0.000953;0.001047;0.000000"
209,4,196,"0.000000;0.000151;0.057123;0.000297;0.938789;0.000932;0.000000;0.001163;0.000355;0.000000;0.000924;0.000266"
210,5,180,"0.000929;0.000624;0.079168;0.000000;0.001083;0.915085;0.001103;0.000000;0.000976;0.000000;0.001032;0.000000"
211,6,54,"0.000000;0.000000;0.000000;0.000000;0.001417;0.036815;0.952939;0.000000;0.000000;0.007239;0.001590;0.000000"
212,7,245,"0.000138;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.912845;0.000000;0.000000;0.000000;0.087017"
213,8,93,"0.001451;0.005718;0.002375;0.004154;0.000472;0.002751;0.002858;0.000947;0.952546;0.002877;0.004459;0.019391"
214,9,33,"0.000000;0.000615;0.064114;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.935272;0.000000;0.000000"
215,10,202,"0.001645;0.001920;0.000641;0.045783;0.001847;0.001863;0.000932;0.001957;0.001286;0.001499;0.938669;0.001959"
216,11,42,"0.000000;0.000000;0.000000;0.002995;0.006610;0.110603;0.006389;0.005946;0.000000;0.000000;0.000000;0.867457"
217,0,170,"0.946238;0.001081;0.043604;0.002298;0.000102;0.001614;0.000408;0.001340;0.000209;0.001572;0.000424;0.001110"
218,1,227,"0.000000;0.939637;0.000116;0.000000;0.000604;0.000000;0.059116;0.000297;0.000230;0.000000;0.000000;0.000000"
219,2,66,"0.000000;0.001592;0.959923;0.000000;0.002640;0.000000;0.000000;0.033598;0.000549;0.000000;0.000000;0.001698"
220,3,39,"0.000000;0.000000;0.001081;0.856893;0.130847;0.000000;0.007522;0.000000;0.000000;0.003658;0.000000;0.000000"
221,4,63,"0.000000;0.000000;0.003347;0.001440;0.961702;0.000487;0.029274;0.001330;0.000468;0.000000;0.000000;0.001952"
222,5,182,"0.000651;0.000160;0.000779;0.000282;0.000947;0.943147;0.001185;0.000237;0.000465;0.000639;0.000000;0.051507"
223,6,45,"0.003459;0.001737;0.001473;0.000000;0.000000;0.003156;0.956347;0.003800;0.000386;0.000522;0.006315;0.022805"
224,7,47,"0.002921;0.004990;0.003957;0.105013;0.003495;0.002949;0.000000;0.858795;0.000000;0.010517;0.001997;0.005366"
225,8,25,"0.002645;0.016769;0.001350;0.000483;0.005038;0.006076;0.000000;0.003108;0.961680;0.001450;0.001399;0.000000"
226,9,39,"0.000000;0.000000;0.003474;0.046617;0.000000;0.000000;0.002578;0.000000;0.000000;0.945869;0.001462;0.000000"
227,10,246,"0.000361;0.000000;0.001742;0.000806;0.000937;0.001401;0.000000;0.001293;0.000000;0.000484;0.936696;0.056278"
228,11,184,"0.001855;0.000675;0.001257;0.000898;0.003128;0.000602;0.000722;0.000505;0.000900;0.000266;0.027050;0.962141"
229,0,75,"0.926920;0.000000;0.000000;0.000000;0.073080;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
230,1,73,"0.001702;0.963230;0.001046;0.002720;0.000000;0.000000;0.003429;0.002360;0.021524;0.002877;0.000000;0.001113"
231,2,37,"0.000000;0.000000;0.946976;0.005276;0.042851;0.000000;0.000000;0.000000;0.003513;0.000000;0.001383;0.000000"
232,3,112,"0.005403;0.001194;0.082630;0.884168;0.004755;0.004458;0.000320;0.002516;0.005193;0.001529;0.002000;0.005833"
233,4,181,"0.001345;0.000328;0.001483;0.000614;0.951057;0.000254;0.000593;0.001616;0.040310;0.000699;0.001701;0.000000"
234,5,33,"0.005917;0.003358;0.001372;0.004782;0.058662;0.899449;0.002237;0.009852;0.005717;0.000792;0.007862;0.000000"
235,6,55,"0.103288;0.000000;0.000000;0.000000;0.000000;0.000000;0.896712;0.000000;0.000000;0.000000;0.000000;0.000000"
236,7,53,"0.000387;0.000000;0.000268;0.032476;0.001961;0.033394;0.011005;0.911980;0.007204;0.000000;0.000778;0.000548"
237,8,48,"0.005506;0.042721;0.003061;0.000000;0.001588;0.000000;0.000000;0.005561;0.940229;0.000000;0.000000;0.001334"
238,9,68,"0.002668;0.000000;0.000000;0.002565;0.001307;0.002301;0.019798;0.001420;0.000000;0.968970;0.000971;0.000000"
239,10,50,"0.000000;0.000000;0.000000;0.000000;0.041334;0.000000;0.000000;0.000000;0.000000;0.001226;0.957441;0.000000"
240,11,43,"0.000000;0.005089;0.031527;0.003655;0.003333;0.000000;0.000938;0.002791;0.002327;0.000000;0.003186;0.947155"
241,0,40,"0.860561;0.000000;0.000000;0.000000;0.004166;0.000000;0.001294;0.000622;0.003294;0.125945;0.004118;0.000000"
242,1,29,"0.014710;0.957753;0.001717;0.002994;0.001412;0.000000;0.000415;0.010224;0.005607;0.000000;0.000000;0.005167"
243,2,71,"0.000000;0.001558;0.889608;0.102416;0.001172;0.000000;0.000000;0.001379;0.000000;0.001592;0.002276;0.000000"
244,3,47,"0.002487;0.002574;0.003295;0.970728;0.000000;0.008226;0.005421;0.000000;0.003154;0.000000;0.003184;0.000930"
245,4,41,"0.008748;0.000000;0.009152;0.000981;0.809758;0.006573;0.000000;0.163055;0.000000;0.000000;0.001731;0.000000"
246,5,56,"0.000000;0.000998;0.000000;0.000000;0.000000;0.937379;0.000000;0.000000;0.001949;0.000000;0.000000;0.059674"
247,6,36,"0.009624;0.002331;0.000000;0.000000;0.004245;0.000000;0.958870;0.008929;0.006781;0.006385;0.000000;0.002835"
248,7,21,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.964032;0.000000;0.032537;0.000000;0.003432"
249,8,28,"0.000000;0.000000;0.000000;0.000000;0.002469;0.000000;0.000000;0.006096;0.966860;0.024575;0.000000;0.000000"
250,9,60,"0.000000;0.000000;0.000000;0.124160;0.000000;0.000000;0.000000;0.000995;0.000000;0.873085;0.001760;0.000000"
251,10,39,"0.001971;0.142051;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.854663;0.001316"
252,11,20,"0.021220;0.002115;0.000000;0.000000;0.000000;0.000000;0.007032;0.008982;0.000000;0.000000;0.000000;0.960651"
253,0,210,"0.886063;0.001429;0.001876;0.001153;0.085303;0.001800;0.009701;0.006516;0.001802;0.000000;0.001049;0.003308"
254,1,41,"0.000000;0.977488;0.000000;0.000000;0.000000;0.022512;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
255,2,57,"0.001541;0.000000;0.918714;0.000000;0.002096;0.000625;0.000000;0.002620;0.000000;0.071242;0.000000;0.003163"
256,3,36,"0.006809;0.000000;0.000000;0.928590;0.000000;0.000000;0.000000;0.000000;0.007341;0.004284;0.004929;0.048047"
257,4,530,"0.000439;0.000869;0.001003;0.002077;0.897918;0.002103;0.000723;0.001620;0.091543;0.000853;0.000075;0.000777"
258,5,104,"0.007005;0.002556;0.005034;0.001792;0.002164;0.936628;0.022316;0.002484;0.008146;0.004800;0.003924;0.003152"
259,6,77,"0.002240;0.000658;0.000000;0.001045;0.136161;0.001462;0.849398;0.002562;0.002739;0.001671;0.001490;0.000575"
260,7,76,"0.000000;0.001891;0.000685;0.000000;0.079603;0.000000;0.000000;0.914222;0.001364;0.002235;0.000000;0.000000"
261,8,29,"0.000000;0.000000;0.000000;0.000000;0.000635;0.000000;0.057466;0.001906;0.927734;0.006175;0.006083;0.000000"
262,9,24,"0.002623;0.008820;0.018176;0.000000;0.002275;0.000000;0.000000;0.008213;0.000000;0.951368;0.008525;0.000000"
263,10,172,"0.000000;0.002793;0.001123;0.023892;0.003990;0.001205;0.000687;0.000493;0.003562;0.008819;0.951337;0.002100"
264,11,27,"0.000000;0.001436;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.031461;0.967103"
265,0,53,"0.925110;0.000000;0.000000;0.000000;0.000000;0.000000;0.074890;0.000000;0.000000;0.000000;0.000000;0.000000"
266,1,201,"0.000314;0.942256;0.003751;0.001347;0.000394;0.000000;0.000000;0.000989;0.001557;0.048288;0.001104;0.000000"
267,2,80,"0.000123;0.081625;0.908027;0.001151;0.001480;0.002279;0.000000;0.002642;0.000000;0.000000;0.000925;0.001748"
268,3,231,"0.003095;0.004456;0.002713;0.916422;0.001416;0.002026;0.001315;0.002654;0.052382;0.004244;0.003599;0.005678"
269,4,74,"0.000759;0.000473;0.001431;0.030330;0.962803;0.000000;0.001227;0.000000;0.000477;0.002500;0.000000;0.000000"
270,5,42,"0.000000;0.000000;0.000000;0.000000;0.000000;0.953990;0.007644;0.000000;0.034713;0.000000;0.003419;0.000234"
271,6,77,"0.001668;0.005524;0.009136;0.000855;0.000000;0.003762;0.951834;0.003408;0.003415;0.017841;0.000991;0.001565"
272,7,160,"0.002070;0.000968;0.004722;0.000730;0.002157;0.000645;0.001552;0.940869;0.000333;0.002120;0.001293;0.042541"
273,8,65,"0.000000;0.003606;0.007109;0.000000;0.001014;0.006300;0.000000;0.003413;0.937467;0.000978;0.003440;0.036673"
274,9,53,"0.000000;0.002605;0.000000;0.001166;0.004764;0.000659;0.002679;0.002430;0.000000;0.968989;0.000000;0.016709"
275,10,24,"0.000000;0.000000;0.000000;0.000000;0.000000;0.031241;0.004601;0.000000;0.000000;0.000000;0.959640;0.004518"
276,11,20,"0.000000;0.054215;0.000990;0.001593;0.012090;0.000000;0.000000;0.000000;0.000000;0.000000;0.010951;0.920162"
277,0,79,"0.949403;0.000516;0.000000;0.001874;0.001864;0.043559;0.001856;0.000928;0.000000;0.000000;0.000000;0.000000"
278,1,75,"0.002905;0.937878;0.000000;0.001317;0.044267;0.001316;0.001165;0.001443;0.002813;0.004803;0.000000;0.002092"
279,2,32,"0.000474;0.006337;0.943350;0.000000;0.012519;0.003770;0.000000;0.005600;0.000000;0.006465;0.021484;0.000000"
280,3,63,"0.002712;0.003748;0.002818;0.929945;0.000000;0.002662;0.000000;0.000562;0.001328;0.004493;0.002128;0.049604"
281,4,142,"0.002572;0.000783;0.001667;0.002023;0.935465;0.004261;0.000000;0.000000;0.002028;0.048763;0.000000;0.002438"
282,5,75,"0.040239;0.002784;0.001961;0.001909;0.008952;0.929086;0.002360;0.001530;0.002297;0.005141;0.001227;0.002514"
283,6,22,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.967938;0.000000;0.032062;0.000000;0.000000;0.000000"
284,7,64,"0.001035;0.000000;0.000826;0.002110;0.000000;0.046207;0.005550;0.933586;0.003504;0.002190;0.002470;0.002523"
285,8,42,"0.015889;0.000000;0.000000;0.000416;0.004540;0.000000;0.000000;0.000000;0.965490;0.003908;0.004719;0.005038"
286,9,75,"0.000000;0.006604;0.003112;0.001306;0.001402;0.003589;0.002079;0.000573;0.034879;0.937709;0.001657;0.007092"
287,10,59,"0.000000;0.000977;0.004620;0.001135;0.000443;0.002795;0.004381;0.006064;0.002200;0.002355;0.954333;0.020696"
288,11,236,"0.001222;0.001529;0.002478;0.000522;0.001083;0.000762;0.000650;0.003488;0.001935;0.028550;0.000467;0.957316"
289,0,39,"0.936023;0.002074;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.061903;0.000000;0.000000;0.000000"
290,1,61,"0.000000;0.934047;0.000745;0.000000;0.060278;0.002234;0.000000;0.000000;0.001756;0.000000;0.000940;0.000000"
291,2,41,"0.000404;0.000000;0.972541;0.000000;0.000000;0.003076;0.000000;0.000000;0.000000;0.000000;0.023979;0.000000"
292,3,212,"0.002541;0.000427;0.000930;0.927216;0.000167;0.060909;0.001333;0.001462;0.001133;0.000573;0.000899;0.002411"
293,4,84,"0.001462;0.053256;0.000914;0.000832;0.938314;0.001438;0.002929;0.000000;0.000000;0.000000;0.000855;0.000000"
294,5,75,"0.002519;0.000000;0.040291;0.002404;0.003990;0.939822;0.002392;0.002926;0.001967;0.001390;0.001696;0.000604"
295,6,25,"0.100164;0.000000;0.005393;0.000000;0.000000;0.006604;0.885952;0.000000;0.000000;0.001888;0.000000;0.000000"
296,7,68,"0.000000;0.000567;0.002329;0.000000;0.035804;0.002430;0.002303;0.952821;0.001267;0.000000;0.000000;0.002480"
297,8,66,"0.000205;0.002239;0.000673;0.002942;0.000000;0.001465;0.000589;0.001754;0.944482;0.003435;0.040588;0.001627"
298,9,769,"0.000294;0.000648;0.000000;0.000161;0.000072;0.000302;0.000455;0.000327;0.060314;0.936636;0.000141;0.000650"
299,10,56,"0.000460;0.076784;0.000526;0.000000;0.000000;0.001321;0.001201;0.000000;0.000000;0.000000;0.919708;0.000000"
300,11,64,"0.001787;0.000000;0.004606;0.001039;0.088791;0.000000;0.003701;0.004001;0.003581;0.000222;0.003798;0.888474"
301,0,997,"0.920517;0.072220;0.000373;0.000936;0.000351;0.001236;0.000555;0.001014;0.000345;0.001242;0.000610;0.000600"
302,1,50,"0.000000;0.880136;0.005324;0.004836;0.004711;0.077015;0.000000;0.003563;0.009041;0.005971;0.005370;0.004031"
303,2,32,"0.000000;0.110830;0.849370;0.000522;0.003918;0.006560;0.000000;0.000973;0.022151;0.004938;0.000738;0.000000"
304,3,78,"0.000000;0.000696;0.000000;0.874649;0.000000;0.001015;0.000000;0.000000;0.000000;0.122523;0.001116;0.000000"
305,4,58,"0.000000;0.002815;0.000000;0.108404;0.882301;0.000000;0.002476;0.002253;0.000000;0.001275;0.000476;0.000000"
306,5,47,"0.000000;0.000244;0.000731;0.000000;0.000000;0.925775;0.000000;0.000000;0.001347;0.000000;0.071904;0.000000"
307,6,163,"0.002629;0.000649;0.000180;0.000383;0.001140;0.001267;0.915697;0.000000;0.000000;0.004478;0.001501;0.072076"
308,7,763,"0.004451;0.003899;0.003374;0.001714;0.003395;0.002893;0.004385;0.945246;0.002906;0.021259;0.003432;0.003046"
309,8,106,"0.000293;0.001484;0.000175;0.001884;0.058817;0.003840;0.003984;0.000000;0.927518;0.000459;0.000460;0.001086"
310,9,61,"0.000000;0.003169;0.000000;0.000000;0.102393;0.000000;0.000000;0.000000;0.000000;0.892340;0.000000;0.002098"
311,10,191,"0.002738;0.000849;0.000049;0.000000;0.000041;0.001603;0.001556;0.001163;0.000709;0.000756;0.941911;0.048625"
312,11,387,"0.000700;0.001031;0.000609;0.000501;0.000911;0.000774;0.000790;0.001125;0.110812;0.001385;0.000572;0.880790"
313,0,140,"0.932416;0.001242;0.002561;0.000691;0.003584;0.005893;0.000949;0.001276;0.042571;0.000000;0.003482;0.005335"
314,1,54,"0.004622;0.958215;0.000000;0.000000;0.002802;0.000000;0.000000;0.000000;0.002315;0.004355;0.001319;0.026371"
315,2,69,"0.000462;0.000000;0.956020;0.000000;0.001712;0.000000;0.001984;0.000000;0.000000;0.000000;0.000000;0.039822"
316,3,75,"0.001725;0.000000;0.000230;0.968182;0.000000;0.001638;0.000000;0.000000;0.000000;0.001590;0.000000;0.026636"
317,4,37,"0.007553;0.000000;0.000000;0.002884;0.897317;0.000000;0.001002;0.085533;0.000000;0.004561;0.000000;0.001151"
318,5,79,"0.000000;0.000000;0.112116;0.000000;0.002427;0.883288;0.000000;0.000000;0.000000;0.002168;0.000000;0.000000"
319,6,110,"0.000808;0.000000;0.000000;0.000000;0.000000;0.000000;0.921379;0.000000;0.000000;0.000000;0.000804;0.077009"
320,7,222,"0.000920;0.000000;0.001086;0.000806;0.001043;0.000400;0.000714;0.952676;0.041421;0.000167;0.000590;0.000178"
321,8,41,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.928806;0.071194;0.000000;0.000000"
322,9,320,"0.000442;0.000814;0.002347;0.000552;0.000000;0.001919;0.000298;0.000564;0.000796;0.925161;0.001047;0.066060"
323,10,29,"0.002224;0.000000;0.005421;0.000000;0.000000;0.028360;0.000000;0.001758;0.005454;0.003675;0.953108;0.000000"
324,11,32,"0.000000;0.000000;0.000000;0.000000;0.002051;0.004285;0.000000;0.000000;0.000000;0.007142;0.003857;0.982664"
325,0,35,"0.876683;0.000000;0.000836;0.002605;0.000000;0.003790;0.000000;0.003617;0.000000;0.004278;0.000000;0.108191"
326,1,67,"0.000000;0.965951;0.000858;0.027908;0.000000;0.000000;0.000000;0.000000;0.002657;0.000674;0.001951;0.000000"
327,2,55,"0.000135;0.003440;0.934242;0.049421;0.000000;0.000682;0.003824;0.000971;0.000000;0.005392;0.000000;0.001893"
328,3,224,"0.001484;0.039506;0.003138;0.933891;0.000781;0.003540;0.003259;0.003008;0.003765;0.002995;0.002538;0.002096"
329,4,70,"0.002004;0.000000;0.003983;0.000000;0.941639;0.001425;0.001256;0.027777;0.000000;0.018028;0.002552;0.001336"
330,5,31,"0.015003;0.000000;0.000000;0.005820;0.000000;0.934341;0.000000;0.000000;0.035757;0.000000;0.006598;0.002482"
331,6,40,"0.013004;0.011366;0.001841;0.010655;0.001182;0.001826;0.950426;0.005896;0.000000;0.000000;0.001480;0.002325"
332,7,285,"0.001047;0.000969;0.000016;0.001155;0.000423;0.001741;0.000531;0.940312;0.001842;0.000807;0.000488;0.050669"
333,8,56,"0.002535;0.000000;0.000000;0.000000;0.001855;0.000000;0.002854;0.000000;0.949033;0.043724;0.000000;0.000000"
334,9,75,"0.000000;0.000000;0.128219;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.871781;0.000000;0.000000"
335,10,53,"0.003274;0.002440;0.001245;0.003937;0.002541;0.001879;0.021038;0.002051;0.001187;0.003196;0.954474;0.002740"
336,11,39,"0.000000;0.000256;0.000769;0.000000;0.028427;0.000000;0.000000;0.000000;0.003366;0.000000;0.002717;0.964464"
337,0,46,"0.862904;0.009447;0.002883;0.113348;0.000000;0.002277;0.004989;0.000691;0.000000;0.000000;0.000000;0.003462"
338,1,23,"0.000000;0.983048;0.000000;0.000000;0.000000;0.000000;0.000000;0.016952;0.000000;0.000000;0.000000;0.000000"
339,2,33,"0.000000;0.000000;0.945717;0.002841;0.043958;0.002002;0.002500;0.000000;0.000000;0.000000;0.000000;0.002982"
340,3,225,"0.001386;0.001129;0.001801;0.952706;0.002218;0.001412;0.000233;0.000676;0.001251;0.000727;0.000954;0.035506"
341,4,77,"0.002911;0.060234;0.000000;0.001272;0.926568;0.000936;0.000000;0.000726;0.001731;0.005340;0.000282;0.000000"
342,5,53,"0.002015;0.000000;0.141655;0.000000;0.000494;0.840964;0.003142;0.000000;0.001968;0.005655;0.000000;0.004106"
343,6,99,"0.002430;0.001642;0.001944;0.000000;0.000915;0.000000;0.914738;0.000000;0.000318;0.000415;0.000957;0.076640"
344,7,41,"0.000000;0.000000;0.206257;0.001827;0.000000;0.000000;0.000000;0.791916;0.000000;0.000000;0.000000;0.000000"
345,8,35,"0.001915;0.000000;0.000000;0.009536;0.000223;0.002886;0.040870;0.000000;0.941566;0.002336;0.000668;0.000000"
346,9,75,"0.000000;0.000000;0.000000;0.000000;0.086448;0.000000;0.000000;0.000000;0.000000;0.913552;0.000000;0.000000"
347,10,60,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.029052;0.000000;0.000000;0.970948;0.000000"
348,11,121,"0.000820;0.000936;0.000000;0.000886;0.002885;0.000000;0.000000;0.000000;0.001104;0.044396;0.004519;0.944453"
349,0,25,"0.916619;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001949;0.073447;0.007985;0.000000;0.000000"
350,1,93,"0.003794;0.929648;0.002000;0.003764;0.058783;0.002011;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
351,2,47,"0.000000;0.002802;0.888139;0.098466;0.001191;0.000000;0.001828;0.004471;0.000000;0.000000;0.000000;0.003103"
352,3,50,"0.002038;0.000000;0.000000;0.907571;0.000000;0.002026;0.007534;0.000657;0.079122;0.000000;0.000000;0.001053"
353,4,72,"0.000772;0.000000;0.001498;0.000000;0.884436;0.002088;0.000675;0.001561;0.000000;0.000000;0.108970;0.000000"
354,5,75,"0.000000;0.000000;0.000441;0.000000;0.067660;0.931899;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
355,6,76,"0.000726;0.000000;0.000000;0.000000;0.000000;0.000146;0.959999;0.038934;0.000000;0.000000;0.000195;0.000000"
356,7,163,"0.000135;0.001686;0.001232;0.001282;0.001385;0.000333;0.000552;0.921123;0.001172;0.000581;0.000000;0.070518"
357,8,37,"0.000000;0.000000;0.001084;0.000000;0.056727;0.000000;0.000000;0.004905;0.931290;0.002762;0.000000;0.003232"
358,9,70,"0.063533;0.000000;0.000000;0.001712;0.001905;0.000000;0.000000;0.000000;0.000000;0.930148;0.000872;0.001830"
359,10,103,"0.000577;0.000000;0.000000;0.017169;0.000303;0.041857;0.001141;0.000000;0.001253;0.000000;0.936946;0.000754"
360,11,36,"0.071538;0.000000;0.003064;0.000000;0.000000;0.004623;0.000000;0.000744;0.004098;0.000000;0.000000;0.915932"
361,0,36,"0.959101;0.002760;0.003925;0.000000;0.031434;0.002779;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
362,1,29,"0.000000;0.926478;0.000000;0.000000;0.073522;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
363,2,72,"0.004152;0.004155;0.943353;0.000000;0.004175;0.020041;0.003728;0.002960;0.006427;0.009580;0.001207;0.000222"
364,3,202,"0.000857;0.001182;0.000317;0.909630;0.082635;0.000000;0.000490;0.001168;0.000082;0.001376;0.000708;0.001554"
365,4,39,"0.000000;0.003347;0.000000;0.000000;0.946179;0.001779;0.046824;0.000000;0.000000;0.000000;0.001871;0.000000"
366,5,190,"0.003775;0.001026;0.001383;0.001801;0.060428;0.915676;0.003117;0.001333;0.002675;0.002559;0.002046;0.004180"
367,6,231,"0.000000;0.000000;0.000000;0.000482;0.000292;0.000301;0.958700;0.000249;0.000000;0.038777;0.000563;0.000636"
368,7,250,"0.000225;0.000000;0.000000;0.001018;0.000000;0.000000;0.000177;0.906898;0.000000;0.000000;0.000000;0.091683"
369,8,130,"0.002880;0.002843;0.001372;0.002589;0.001155;0.002612;0.001318;0.001522;0.862032;0.005142;0.002828;0.113707"
370,9,65,"0.000000;0.000000;0.001599;0.000000;0.000977;0.000000;0.000000;0.086264;0.000000;0.911160;0.000000;0.000000"
371,10,32,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.023036;0.000000;0.976964;0.000000"
372,11,94,"0.002380;0.000950;0.046182;0.000000;0.000589;0.000000;0.001176;0.005079;0.000657;0.001793;0.002157;0.939037"
373,0,311,"0.883365;0.000650;0.000549;0.002568;0.001209;0.001209;0.104155;0.001102;0.000888;0.002771;0.001048;0.000487"
374,1,188,"0.000404;0.929509;0.065120;0.000135;0.001599;0.000354;0.000939;0.000000;0.000649;0.000000;0.001027;0.000264"
375,2,33,"0.000000;0.091897;0.889582;0.003416;0.000000;0.008387;0.003602;0.000000;0.000000;0.003116;0.000000;0.000000"
376,3,77,"0.001786;0.002893;0.002182;0.855014;0.003833;0.000000;0.000822;0.000000;0.002114;0.000358;0.130000;0.000998"
377,4,20,"0.000000;0.000000;0.000000;0.005212;0.930009;0.000000;0.000000;0.000000;0.000000;0.000000;0.008067;0.056712"
378,5,64,"0.000000;0.000000;0.000000;0.000000;0.000000;0.933193;0.000000;0.000000;0.000000;0.066807;0.000000;0.000000"
